2-Dehydro-3-deoxy-arabino-heptonate-7P	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C13-label-4	40856.72	31668.93	30602.1	0	42779.36	52296.59	34511.93	50499.73	0	38490.2	54115.12	40678.08	41807.97	55486.83	48210.7	46838.36	58960.92	58624.19	0	49187.68	54864.73	54071.22	55048.69	55978.98	56394.28	52113.72	45866.16	67922.4	42164.14	47409.47	42278.38	58033.27	58708.69	0	48763.6
C13-label-5	672419.69	356944.25	459073	544648.81	564936.56	633874.56	643079	670192	696653.06	661594.81	683748.75	731901.25	698902.25	704543.19	758659.5	766733.06	810222.94	797737.19	730173.81	834532.5	818695.56	802176.06	840767.75	837976.31	846025.56	822513.19	831930.94	844262.5	742475.81	877989.31	803557.19	894437	868356.56	823022.31	809988.5
																																			
Ribulose 5-phosphate	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C12 PARENT	9750.52	83097.41	481116.91	362741.53	874190.5	828720.19	543601.5	500808.53	303303.34	173835.61	182055.12	883902.19	781370.69	1218984.88	1008508.25	780635.94	708417.19	761816.56	171670.23	196358.2	1083042.62	677270.56	1362551.62	1076139	776037.25	824988.75	460493.59	454003.16	481692.59	395697.59	327950.16	688308.31	422153.25	419147.47	269432.38
C13-label-1	0	0	36661.77	11918.59	30079.42	25539.28	28213.01	27595.81	9060.74	6140.16	5819.21	58858.77	57657	74243.52	60825.66	48630.03	49952.42	60236.23	8472.36	9706.48	66584.22	32481.26	81420.02	60320.81	41372.36	46710.4	23846.01	16122.59	24904.18	12607.26	7478.38	36637.39	7322.54	21208.28	9668.72
C13-label-2	0	0	0	0	0	4281.8	0	0	0	4087.92	0	6173.87	3918.42	4635.65	4601.54	0	4921.89	0	0	0	6083.69	0	0	5992.26	0	3581.48	0	0	0	4015.66	0	108336.43	0	0	0
C13-label-3	0	0	0	5084.88	0	0	0	0	0	0	3542.08	0	0	0	0	0	3987.86	4644.39	0	5594.7	0	0	0	0	0	0	3640.14	0	4554.38	0	0	0	0	0	0
C13-label-4	0	17507.65	38887.2	28512.51	0	59629.69	48578.14	54695.09	54598.92	47561.49	0	65168.47	62324.7	0	51476	68104.06	71974.99	60840.39	58992.53	66621.82	63101.26	40154.27	51893.5	64011.25	64743.83	76447.18	59119.21	65297.77	50593.14	57597.11	55216.94	46416.02	74273.81	79237.31	52680.99
C13-label-5	805244.25	429621.09	594151	633449.5	685230.56	837361.19	816052.81	861272.75	965020.31	797018.5	819046.31	965883.5	902334.31	916984	933015	928194.44	959246.25	899875.56	902522.19	943199.06	938879.5	892153.31	921021	982828.06	914715	944311.5	965846.44	962685.69	892365.69	896102.5	941407.94	942199.69	1002745.06	968419.19	952940.56
																																			
Sedheptulose 7-phosphate	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C12 PARENT	35439.7	5278.62	115997.48	89192.56	211517.33	399084.72	206463.98	175363.61	39933.21	37967.91	22671.63	141365.33	160987.81	298499.16	550396.94	282598.78	206305.62	138149.36	26456.45	32209.51	166468.08	142362.81	288308.94	550381.06	330243.47	228696.69	37864.76	55656.38	79251.46	44484.48	0	78981.16	45643.78	38607.31	14897.16
C13-label-1	2495.5	0	3888.88	4614.26	7686.82	34671.5	14529.5	9597.85	0	0	0	4682.29	8647.51	18154.8	39654.45	17283.48	17251.68	4965.33	0	0	7918.58	8150.74	16619.63	42936.39	11093.54	12703.52	0	2858.5	3222.05	0	0	3014.72	0	0	0
C13-label-2	0	0	0	0	0	4046.52	0	0	0	0	0	0	0	3872.84	5022.58	0	0	0	0	0	0	0	0	4083.59	0	0	0	0	0	0	0	4101.77	0	0	0
C13-label-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2973.13	0	0	0	0
C13-label-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2999.14	0	0	0	3077.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C13-label-5	2418.08	0	0	2984.09	7458.51	4097.75	3151.12	6924.13	0	0	0	2892.21	4002.78	2557.86	2964.88	2727.87	3488.5	4562.13	2878.96	3105.84	2881.78	4041.51	4263.68	4388.26	5020.84	2718.92	2021.28	3005.35	2906.36	3378.82	6024.08	3940.44	2720.94	0	6186.89
C13-label-6	52544.22	0	38637.18	41812.96	44073.42	54955.87	0	58096.02	60739.03	53891.84	45266.64	58127.7	65358.84	65594.44	66221.53	59523.68	60446.66	58926.46	59802.57	56605.05	70232.6	71453.09	77220.85	68229.05	61403.72	79611.48	60082.1	74459.22	60661.7	73453.01	47159.42	68627.59	81164.66	69914.32	69854.71
C13-label-7	501375.12	293909.88	388903.41	442539.38	442175.66	555088.31	534047.56	591853.31	563891.94	544822.25	532640.44	527822.69	588091	580703.75	673882.31	591689.25	671455.94	631143.19	590917.5	629758.94	626242	576216.44	680764.56	639470.19	664261.75	648023.5	658733.06	665578.19	654917.38	689754.12	586832.31	758350.75	702331.81	687415.5	662988.56
																																			
Serine	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C12 PARENT	13805944	11594549	35701636	29277648	13366345	19318382	20458740	19627794	20487400	9542641	14233301	18479550	29357656	29343854	28312416	27129608	16126323	20159466	14585673	19337526	31803734	34889756	38487844	25335158	22993736	19358100	24378790	12469463	12421483	14211327	32165752	16957884	8998549	29020464	22393800
C13-label-1	0	0	0	0	0	0	0	0	4794699.5	6327726	3210884.75	1593007	0	1840974.12	8887041	7348929.5	7232953.5	6648406	4849837	9632679	0	8126996	0	8847536	8836489	6421857.5	7075532.5	7963898	6708144.5	0	7856198.5	7363016	6469654	8887917	10035605
C13-label-2	70007.16	105374.43	146167.73	180454.56	124807.73	105069.88	91579.41	120472.62	90388.02	86819.03	45731.98	76250.26	181290.62	150850.56	95592.73	183275.02	119146.38	119533.91	55999.94	175881.14	70918.15	135519.58	132731.02	146531.75	214426.95	111173.88	131085.2	58227.01	134794.83	85919.02	120141.79	181700.08	93276.51	122850.28	203065.8
C13-label-3	3612696	3478444	3532875.25	3592920.75	1714843	2366961.25	3984844.75	4218000.5	4135460.25	3447043	2963340.75	2089211.5	3498744	2549797	4583405.5	4322824	3648917.75	3715522	2675245.5	4385640	3612874	3433949	4523409.5	4219459.5	4336612.5	1711715.88	4517394	5249310	3251287.25	3158769.75	4661161.5	4592183.5	3681591.25	4589064	3301968
																																			
Shikimate	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C12 PARENT	14238003	18306350	12317731	19254358	10074937	10455928	9569780	15538027	25326982	10503148	29450686	16679504	15590965	19580638	14778701	19801994	21763130	26937542	13013780	10301109	9718046	10759676	20074126	18624942	12338005	34647468	31958270	9177146	11298983	18822274	44073216	23201626	16483381	18035176	29164752
C13-label-1	1121905.5	1427199.38	965038.5	1537153.88	729740.56	764100.06	711768.5	1178670.38	2004576.62	875717.06	2314105.25	1263497	1197945.12	1516302.5	1103246.12	1480445.88	1699492	2145336.25	1033940.75	745105.5	783382.75	812998.06	1529159.12	1436434.12	971204.31	2623998.25	2517915.75	713540.19	872483.06	1545839.12	3368863	1852670.62	1317256.75	1414400.62	2380550.25
C13-label-2	0	0	0	0	0	0	0	3826.87	4626.74	0	7568.4	0	0	0	0	6856.35	9967.39	10205.91	11435.19	0	0	0	6002.44	3154.51	0	6991.1	5506.83	0	0	0	10100.57	7838.97	0	0	6349.55
C13-label-3	0	0	0	0	0	0	0	0	0	0	0	0	6909.61	0	0	0	0	0	0	0	0	5627.52	0	0	0	0	0	0	0	0	0	0	0	0	0
C13-label-4	0	6288.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C13-label-5	0	0	0	2580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2121	0	0	2613.14	0	0	0	0	0	0	4687.54	0	0	0	0	2598.45	0
C13-label-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C13-label-7	86849.09	91168.18	79113.69	102498.74	63222.58	53523.39	53590.93	108937.7	106922.56	54192.54	91432.57	65853.34	55061.76	47470.83	119808.68	109499.16	107693.9	83473.48	49724.43	56398.16	49919.75	53653.86	111294.91	117783.24	57067.25	125708.75	99617.52	56824.64	48593.15	74595.6	109696.56	121146.06	50602.21	40630.67	57256.92
																																			
Shikimate 3-phosphate	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C12 PARENT	1959075.62	559294.75	2152643.75	4736855.5	651923.25	879108	573395.31	676742.81	1055786.5	1725663.12	1640185	1689939	3572616	1353530.88	1052768.12	1202404.75	825143.5	751077.56	2081608	1636681.38	2136341.25	6077792	1079557.62	764922.31	1042629.06	1652058.5	1928596.38	4471161.5	3993021.25	3692200.75	3421797	5358534.5	4855285.5	4491604.5	1586105.62
C13-label-1	161949.27	23781.02	149599.19	413263.09	38418.58	81300.52	61899.96	67025.45	87066.26	152665.66	129796.34	125753.96	281522.16	87385.97	85690.84	97239.96	44608.57	55055.59	167884.73	135910.3	147372.95	511184.84	87426.77	57965.21	86255.14	116275.12	135826.14	328918.78	304735.59	277545.28	283535.5	444882.53	395593.72	365266.75	88588.51
C13-label-2	0	0	15352.26	30390.7	0	0	0	0	6293.48	21748.9	15811.05	8162.22	18484.9	16964.53	7072.09	0	0	0	16299.54	27427.88	34525.45	103742.81	7524.18	0	7440.81	10118.03	12566.12	49039.61	67875.27	50339.36	35837.57	100169.37	93921.3	76459.22	7591.77
C13-label-3	0	0	0	4887.12	0	0	0	4635.49	0	4408.4	0	8593.32	4205.1	0	0	5057.89	0	8960.5	0	0	0	5029.57	0	0	0	0	0	0	0	0	0	0	0	0	0
C13-label-5	4526.81	0	5022.5	5353.68	4400.11	0	5064.21	6157.83	0	0	5681.43	0	0	12758.32	4946.83	12310.95	8345.38	0	0	4900.07	7050.79	6837.45	8862.1	7759.6	7514.38	6851.44	0	12524.64	5669.58	0	8695.72	8075.62	17544.1	6957.75	6639.38
C13-label-6	247064.98	78393.66	143627.83	149487.86	149408.55	185023.92	227594.95	233026.05	220601.44	207988.38	214515.5	210658.95	242489.69	230639.52	260950.12	239682.92	290542.12	266840.66	239817.88	263694	256470.69	246998.55	249442.17	178798.58	285989.66	261576.56	293396.38	303277.84	268486.66	235625.58	292631	246336.64	321272.22	289744.62	288837.03
C13-label-7	2508231.25	975539	1746392.38	1890757.38	1601272.12	2225845.75	2304390	2433090.75	2600815.75	2292711	2410968.25	2455731.75	2578709.25	2547481.5	2750685.75	2606305	3054299.25	2881783.25	2800982.25	2810791	2936805.25	2894552	3146524	2490657	2881716.25	3029609.75	3084987.25	3137259.75	3184218	2482725.25	2999105.25	3368690.75	3294473	3348842.75	3287719
																																			
Succinate	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C12 PARENT	51112976	54888000	58540884	73774912	47525900	57778076	57582868	56222256	82404664	59722224	89777600	89271920	92472000	102327544	51136676	67973880	74115560	85562536	73232360	63102516	70188488	68227704	69063688	50136564	58832928	102730280	93896808	84688144	93342360	93178264	152614848	91311224	108738816	129771640	176039936
C13-label-1	2427314.25	2506473.75	2468822.75	3334552.75	2071419.62	2640984.25	2519651.75	2603748	3632439	2697067.25	3921078	3944260.25	4239058	4537535.5	2335148.75	3080924.25	3333066.75	3623704.75	3414569.25	2849545.25	3236678	3128536.25	3185549.75	2262030.5	2778306	4580916.5	4349228	3845043.75	4193836.75	4053101	6898738.5	4267779.5	4983762	5926682.5	7816420
C13-label-2	1619907	1365706	1632799.38	1581896.62	1402044.62	1643227.88	1719494	1743847.62	1870744	1618315.88	1648305.12	1627427.5	1809232	1683061.38	1881233	1701517.88	1812823.38	1805699.38	1763850.62	1950166	1761591.12	1719347.12	1911940.38	1696713.62	1677043.12	1650370.62	1824238.62	1968080	1792765	1652499	1545955.62	1853779.12	1710221.5	1634947.62	1586803.38
C13-label-3	32437024	26777306	32066240	32941160	30536960	33655328	34268332	36233888	36190300	33908272	31873138	34693920	35072940	33960608	37516796	35391920	37104604	35458532	34534820	37447648	35307360	35077536	37824276	33305110	35178508	34174316	34252460	39309952	36648268	31771656	31808170	36234284	34277108	34378256	31315866
C13-label-4	5863284	4769969	5851902.5	5859109.5	5678454.5	6273546	6264402.5	6727874	6766314	6323506.5	5921433.5	6227162.5	6653984.5	5984129.5	6828085.5	6466090.5	6845836	6521655.5	6431020	7205476	6466385.5	6477736.5	6726743.5	6279132	6499374.5	6036581.5	6229492.5	7259120	6745749.5	5940966.5	5528897	7126822.5	6418948	6564261.5	5993218.5
																																			
Threonine	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C12 PARENT	27253952	34243068	42393060	41340124	24850920	40156628	42915884	46555772	84420848	21395154	31781232	31976822	34635700	24437622	58584032	45595204	26845902	74050296	27669938	32012728	32057482	54674128	43060788	67382776	63909296	29370192	73280984	21420928	27778784	33430082	58249204	32147030	35519556	51734112	60844764
C13-label-1	1349951.38	1552907	1806571	1915625.5	1064135.38	1791601.5	1808504	2102653.25	3580094.25	453015.84	1589336.62	1421951.38	1533639	1068577.12	2387780.75	1989412.12	1228010.38	3025632.75	1692306.38	1356178.12	1468466	2435303.75	2124287.25	3092990.75	2999467	1901733.62	3520330.75	1010966.69	1193877.5	1585392.38	2569028.75	1396217	1183209.38	2524706.5	3654325.25
C13-label-2	96806.06	61409.86	53196.24	76045.5	94738.95	61476.31	55638.5	106786.82	117328.28	67253.77	56672.21	91577.09	59664.96	0	198167.64	0	54665.88	89435.59	80804.74	95711.82	134392.73	95205.82	48521.01	141033.75	127256.96	48756.31	122986.77	102442.94	41765.52	78093.56	125198.5	69129.82	98389.19	84210.56	172932.62
C13-label-3	1300417.88	1393318.5	1433482	1435972	1139794.25	967573.44	1672341.38	1899913.38	1750738.12	1503178.38	1499529.38	973726.56	1333047.88	1059885.38	1851835.38	1666433.62	805734.75	1540985.62	1471103.5	1455155.5	1101102	1694834.62	1777168.38	2106299.75	1870556.38	1342967	1637604.62	1638219.5	1185593.88	1272144.38	1648823	1714531.88	1659496.12	1931951.62	1361018.12
C13-label-4	6919349.5	8005136.5	7775156	7357502.5	4555937.5	6522245.5	8563081	10066903	9483129	6610540.5	6510504	5784028.5	7277126	5348239.5	10170787	9523824	4433255	8800567	7572530.5	7191530	8726499	8456592	10321220	11019491	9911208	5215640.5	8494525	9424074	8678051	9785239	8849811	10178848	6630796.5	9369569	7689420
																																			
Tyrosine	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C12 PARENT	6317437.5	6603407.5	5337114	4450210	1477669.62	1331144.38	1687294.12	3514540.25	6104095.5	2944604.25	8120933.5	3187950	2409105.75	2103309.25	2652562.25	4074453.25	1990620.62	4355342.5	5314471.5	4283722.5	3620554	3115125.25	3373816	2245156	2183886.5	4705825.5	7875138.5	3696820.75	4444568	9831186	15828389	9516735	5157607.5	9570297	8824124
C13-label-1	639769.25	654699.75	504102.25	416578.75	127483.78	95743.25	171056.53	338575.81	595365.19	272042.16	790153.69	301289	200580.81	151366.89	261809.77	383440.78	164986.95	421508.88	503054.59	330615.09	315886.94	299788.91	319378.72	214557.83	184062.38	458526.5	689497.19	342382.5	364550.34	953605.5	1541868	900749	466433.47	941109.31	867944.5
C13-label-2	9355.81	3925.01	4349.99	2654.57	2620.46	0	0	2998.37	8851.41	0	6302.44	0	0	0	0	5001.7	6021.54	8597.15	6133.19	5285.08	3096.83	2673.83	3424.62	0	3807.35	0	5089.76	2493.8	8055.14	11763.33	21578.24	11886.84	6923.43	8690.12	9106.37
C13-label-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15025.58	0	0
C13-label-6	0	0	0	0	0	3721.18	0	0	0	0	3098.23	0	0	0	0	0	2986.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C13-label-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3037.17	0	0	0	0	0	0	2683.43	0	3624.47	0	0	2822.56	2712.78	0	0	4096.01	0	0	3141.73	0
C13-label-8	63355.52	65907.52	77208.82	63951.7	42985.24	45083.75	40588.84	80736.26	78903.02	39810.1	61860.07	31707.9	32992.3	54950.2	85949.84	63827.18	49536.22	85535.82	40364.29	44891.55	36456.01	46710.44	69157.38	78729.83	39124.12	81817.6	71993.7	59625.05	56623.21	69266.46	78049.8	91454.5	41642.61	41501.41	53696.72
C13-label-9	421639.16	442499.59	502773.22	532596.56	272865.72	298828.75	264488.81	613095	577758.81	269847.66	512626.91	281268.91	269738.72	326054.59	605474.38	514667.84	289379.41	595183.38	302415.25	252340.7	298844.91	334364.03	543262.44	571359.25	267675.28	515646.53	558420.56	308706.12	379197.16	557794.31	549117.19	639534.06	282298.72	378011.41	392185
																																			
UDP	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C12 PARENT	1439310.62	153027.91	403744.75	559924.88	302818.5	655806.69	405332.66	646336.81	357989.62	562160.94	355899.72	321428.09	361568.53	333057	461851.34	808095	638969.81	1224156.12	1052178.88	210175.38	404415.09	1041571.44	176606.7	167613.56	647447.31	525110.44	270818.66	758555	1725660.88	1044906.31	2508167.5	3744907.75	608404.69	2508883.5	858379.31
C13-label-1	127521.45	0	13934.75	28836.99	23474.66	41995.45	18886.35	35869	9310.43	43082.34	9080.07	9511.43	6258.95	7517.14	0	42724.93	33694.27	55349.48	105657.28	0	15867.61	95006.18	0	0	31155.64	22400.19	7304.11	42939.89	142675.69	79913.18	208594.33	371002.62	28636.46	199782.3	51557.68
C13-label-2	38387.59	0	0	8243.02	0	7639.54	5187.17	5591.5	0	5875.1	6830.51	0	6134.14	6151.97	5883.97	8918.38	7281.62	17050.21	23989.72	5839.98	0	9449.65	0	0	5505.51	0	0	9266.16	13903.14	19767.62	48094.46	100815.44	4611.81	61476.19	0
C13-label-3	0	0	0	0	0	4989.99	0	0	0	0	0	0	0	0	0	0	0	5476.35	0	0	0	0	0	0	0	0	0	0	0	0	0	5935.56	0	0	0
C13-label-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16616.47	8773.7	0	0
C13-label-7	29937.02	0	13240.02	5704.53	6517.81	22025.2	9537.21	9930.48	30192.29	13597.59	17279.23	10712.85	16056.73	24089.45	16910.33	28125.12	19909.82	32494.65	39671.68	26435.52	18950.44	14753.44	19233.96	17419.43	33931.77	34156.32	24943.17	34067.77	38154.34	0	30484.14	177926.23	15379.89	37860.89	24749.62
C13-label-8	117975.37	20448.6	80856.88	78433.89	64834.13	89332.6	87972.93	108119.97	94899.16	77130.09	92098.81	96199.52	107024.73	71893.1	101337.48	97275.91	107258.8	104581.49	134245.69	118794.98	119612.54	116233.62	107024.37	90370.21	104775.8	140288.33	103352.98	0	133208.81	69956.09	140399.91	614652.94	140630.47	168824.84	141239.08
C13-label-9	253351.62	72841.3	167099.77	193365.38	147105.14	221696	220937.89	258627.56	252178.62	213911.38	205509.58	224820.64	229576.33	218220.36	263342	308496.22	289219.41	285065.34	281022.97	287449.91	270323.28	273991.28	268774.09	211190	287281.38	298855.12	274448.25	322469.5	356161.09	266074.91	312240.53	1650746.12	327486.91	403994.34	348126.03
																																			
UDP-glucuronate	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C12 PARENT	1756371.12	585509.06	1922421.62	2665421.25	1821055.12	4219988	4363508	4383264.5	2044097.38	1086888.62	1295151	1766483.38	2165591.75	1864212	3816234.75	6143487.5	5876468	4894698	1657162.38	1033560	2016676	1769423.5	1946960.38	1729730	5445240.5	5058800.5	1978375.38	1474274.38	3829232	2959254.75	3797946	3148777.25	1952944.62	4608040	1323712
C13-label-1	300517.09	97590.52	326518.25	473931.12	376488.78	719878	715326.19	783200.75	368013.66	181627.56	250903.8	311338.03	383250.41	342300.09	681824.19	1024922.94	1025672.31	865601.5	272451.25	191667.92	342420.34	351450.34	365878.91	325865.25	941902.31	838213.19	347401.53	252926.02	638355.69	516714.16	810648.19	515014.91	269019.72	850912.81	242622.67
C13-label-2	82548.38	10302.57	96510.21	138363.36	110415.45	205078.8	223188.05	195296.39	108407.43	38476.82	51816.71	86126.5	98536.81	104224.23	190041.86	280393.38	316976.41	196320.06	91023.59	46881.26	71629.1	95813.19	89484.75	98109.69	257794.25	243427.58	103350.44	69762.24	232676.64	134067.23	202716.5	181444.47	0	238051.62	48289.18
C13-label-3	0	0	0	7639.58	9794.91	10915.72	20491.04	13579.42	8410.47	0	0	8696.74	0	0	10366.49	16936.65	53163.14	24316.04	0	0	0	0	0	0	13758.65	16381.43	8500.42	7081.42	14454.39	9060.66	14244.78	16207.61	0	21652.3	0
C13-label-4	0	0	0	9613.03	0	0	0	0	0	0	0	0	0	0	7043.13	0	0	0	0	0	0	0	0	0	0	0	0	0	8732.03	0	0	0	0	0	0
C13-label-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7492.73	0	0	0	0	0	0	0	0	0
C13-label-6	0	0	0	0	0	0	0	7324.4	0	9903.83	10093.07	0	6284.31	10521.22	0	0	7901.24	7052.32	9623.08	0	10250.57	9055.77	0	8659.17	21958.66	0	9176.92	8381.82	0	6411.75	13888.63	6943.84	0	10083.83	0
C13-label-7	0	0	0	0	0	0	0	0	0	0	7904.66	0	0	6199.79	0	0	0	0	8591.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C13-label-8	0	0	0	0	0	0	0	0	0	0	0	0	8699.75	0	0	0	0	7864.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C13-label-9	0	0	0	0	0	0	0	0	0	9491.44	0	0	0	7709.56	8944.55	0	0	8619.48	0	0	0	0	7188.88	0	0	0	8635.19	0	0	0	0	0	0	0	0
C13-label-10	0	0	0	0	0	0	0	0	6663.19	0	0	0	0	0	0	0	0	0	0	7961.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C13-label-11	22136.28	0	17116.05	0	0	13212.75	21088.05	12928.73	18073.55	9786.67	8577.33	13956.69	36401.22	26983.39	12560.23	18602.92	15319.02	23571.25	16856.25	19242.19	10756.85	12261.33	14659.6	9749.92	9477.16	12556.17	11848.39	16467.21	12947.88	11412.64	12793.94	10520.44	12866.79	12013.15	9241.2
C13-label-12	62194.62	10789.97	55552.77	80089.66	41546.83	37219.39	55532.86	30065.67	81483.35	104813.75	70060.77	74499.12	86074.01	62649.44	60305.59	107259.43	97510.16	59201.2	69466.55	79252.88	100261.52	58077.49	51224.71	39507.18	55576.2	106405.23	94422.04	62740.13	73164.88	57799.55	43650.54	88137.84	74836.96	53243.3	96342.47
C13-label-13	391929.91	162466.23	298511.28	318024.97	254087.58	309764.66	324930.41	415365.03	370854.53	342902.28	342616.34	341700.78	471130.66	357133.38	415445.59	425404.5	397248.66	408587.22	373985.91	419604.22	400085	341712.72	432456.12	300023.59	408672.75	368118.16	387790.66	462139.41	474379.5	315808.78	397306.28	458437.66	397601.38	405653.34	392972.09
